parametro,otimalidade,tempo
0.0,42.044204097457204,14.429896633334769
0.01,67.20482003469964,100.07884246668254
0.02,62.83778226263576,102.61400384167307
0.03,59.930805363725,101.82090924167035
0.04,55.773895020909656,102.11712583333428
0.05,52.894346708825395,102.1511616083347
0.06,51.40151685745703,102.24072476666576
0.07,50.64595012467797,102.0512618416639
0.08,48.25700403123508,102.13942041666694
0.09,48.33707015020079,101.57171589999537
0.1,47.19284962553613,102.00684125832534
