z= 21101.0, x= [1, 3, 3, 1, 2, 1, 3, 1, 3, 3, 0, 2, 3, 3, 0, 0, 3, 2, 2, 2, 0, 1, 1, 0, 0, 2, 2, 3, 2, 2, 1, 3, 0, 1, 3, 3, 3, 1, 3, 3, 1, 1, 2, 2, 2, 1, 3, 2, 2, 1, 3, 2, 1, 3, 1, 2, 2, 2, 2, 3, 0, 0, 2, 2, 0, 2, 2, 1, 0, 3, 2, 1, 2, 0, 2, 2, 1, 1, 2, 1, 1, 2, 3, 1, 3, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 1, 3, 0, 2, 2]
z= 22037.0, x= [1, 2, 3, 1, 2, 1, 0, 1, 2, 2, 3, 3, 1, 3, 0, 0, 2, 2, 2, 2, 0, 1, 1, 0, 1, 2, 2, 0, 1, 2, 2, 3, 0, 1, 3, 3, 2, 1, 3, 3, 3, 3, 2, 2, 1, 3, 3, 2, 3, 1, 3, 1, 1, 0, 1, 2, 2, 2, 2, 3, 2, 0, 2, 2, 0, 3, 2, 3, 0, 3, 2, 1, 0, 3, 0, 2, 3, 1, 3, 1, 1, 2, 3, 1, 1, 1, 3, 2, 0, 2, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2]
z= 20034.0, x= [1, 2, 3, 1, 2, 1, 0, 1, 1, 0, 3, 2, 1, 3, 0, 3, 3, 2, 1, 0, 0, 1, 1, 0, 2, 2, 2, 3, 0, 2, 2, 3, 0, 3, 2, 3, 2, 1, 1, 3, 1, 1, 2, 2, 2, 1, 2, 3, 3, 3, 3, 1, 1, 3, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 0, 3, 3, 1, 0, 3, 2, 1, 2, 3, 0, 2, 1, 1, 2, 1, 2, 2, 3, 1, 3, 1, 3, 2, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 2, 2]
z= 20798.0, x= [0, 3, 1, 1, 3, 3, 0, 1, 2, 2, 3, 3, 3, 0, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 2, 2, 3, 3, 2, 2, 3, 0, 1, 3, 3, 0, 1, 1, 3, 1, 0, 2, 2, 2, 3, 3, 2, 3, 1, 3, 3, 1, 3, 1, 2, 2, 2, 2, 3, 2, 3, 2, 2, 0, 3, 2, 1, 0, 3, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 3, 2, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 2, 2]
z= 18657.0, x= [1, 3, 0, 1, 3, 0, 2, 0, 2, 3, 2, 3, 3, 3, 3, 0, 3, 1, 3, 1, 3, 2, 1, 2, 1, 3, 1, 3, 3, 1, 3, 1, 2, 2, 2, 0, 0, 3, 3, 2, 1, 0, 2, 3, 3, 1, 0, 3, 3, 2, 0, 1, 1, 0, 3, 1, 0, 3, 1, 0, 3, 2, 3, 1, 3, 0, 2, 1, 2, 0, 3, 1, 1, 0, 2, 2, 3, 3, 1, 1, 3, 1, 3, 2, 2, 0, 0, 3, 1, 3, 1, 0, 1, 0, 3, 0, 3, 0, 2, 1]
z= 21635.0, x= [1, 2, 3, 1, 2, 3, 0, 3, 3, 3, 1, 2, 3, 3, 2, 1, 3, 2, 1, 2, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 3, 0, 3, 3, 3, 3, 1, 1, 0, 2, 0, 2, 2, 2, 3, 3, 2, 3, 3, 3, 1, 2, 3, 1, 1, 2, 2, 1, 3, 1, 3, 2, 2, 0, 1, 1, 1, 2, 3, 0, 1, 0, 0, 2, 2, 1, 1, 1, 1, 3, 2, 3, 1, 3, 1, 2, 1, 0, 2, 1, 1, 1, 3, 3, 1, 2, 0, 2, 2]
z= 19660.0, x= [3, 3, 3, 1, 2, 1, 0, 1, 0, 3, 2, 2, 0, 3, 3, 1, 3, 2, 2, 0, 0, 1, 1, 0, 2, 2, 3, 0, 1, 2, 2, 3, 0, 1, 3, 3, 1, 1, 1, 3, 1, 0, 2, 2, 2, 3, 3, 2, 3, 1, 3, 1, 1, 3, 2, 2, 2, 1, 2, 3, 2, 0, 2, 2, 0, 3, 3, 1, 0, 3, 2, 1, 0, 3, 2, 2, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 3, 1, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 3, 2]
z= 21997.0, x= [1, 2, 3, 0, 3, 0, 1, 3, 2, 1, 0, 2, 1, 0, 2, 2, 3, 3, 1, 3, 0, 3, 1, 3, 0, 1, 2, 1, 1, 0, 1, 0, 1, 2, 3, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 1, 2, 1, 2, 1, 0, 3, 2, 0, 1, 1, 2, 1, 1, 3, 1, 0, 2, 1, 3, 2, 2, 1, 0, 2, 2, 1, 3, 3, 2, 2, 3, 1, 1, 2, 3, 3, 3, 1, 3, 1, 3, 1, 0, 1, 3, 0, 1, 1, 3, 3, 0, 1, 2, 2]
z= 22068.0, x= [1, 2, 3, 1, 3, 1, 0, 1, 3, 3, 3, 2, 1, 3, 2, 0, 3, 2, 1, 2, 0, 1, 3, 2, 1, 3, 3, 2, 1, 2, 1, 1, 0, 3, 1, 3, 2, 3, 2, 3, 1, 0, 2, 2, 2, 1, 0, 2, 3, 1, 3, 1, 2, 3, 1, 1, 0, 3, 2, 3, 2, 0, 2, 2, 0, 3, 3, 1, 2, 3, 2, 1, 3, 3, 2, 2, 1, 1, 3, 2, 1, 0, 3, 1, 1, 1, 3, 3, 0, 2, 1, 0, 1, 1, 3, 1, 0, 0, 2, 2]
z= 23981.0, x= [2, 2, 3, 1, 3, 1, 0, 1, 3, 3, 3, 2, 1, 3, 2, 0, 3, 2, 2, 2, 0, 1, 3, 0, 1, 2, 3, 2, 3, 2, 1, 1, 0, 3, 1, 3, 1, 2, 3, 3, 1, 0, 2, 2, 2, 1, 0, 2, 3, 1, 3, 1, 2, 3, 1, 1, 0, 3, 2, 3, 2, 0, 2, 3, 2, 3, 2, 1, 2, 3, 2, 1, 3, 3, 2, 2, 1, 2, 3, 1, 1, 0, 3, 1, 1, 1, 3, 1, 0, 2, 1, 0, 1, 1, 3, 1, 2, 0, 3, 2]
z= 23396.0, x= [1, 1, 2, 3, 3, 3, 1, 3, 3, 1, 2, 1, 2, 2, 2, 2, 3, 1, 1, 1, 0, 3, 1, 2, 3, 0, 2, 2, 1, 2, 3, 0, 2, 2, 3, 1, 3, 1, 1, 0, 3, 1, 3, 0, 1, 1, 3, 2, 3, 1, 0, 1, 3, 0, 1, 1, 2, 1, 1, 0, 3, 0, 1, 1, 2, 3, 1, 2, 1, 1, 3, 0, 2, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 0, 2, 3, 2, 1, 0, 3, 3, 3, 2, 0, 1, 3, 1, 1]
