parametro,otimalidade_13,otimalidade_14,otimalidade_15,otimalidade_16,otimalidade_17,tempo_13,tempo_14,tempo_15,tempo_16,tempo_17
0.0,73.30114987742942,73.05063398194766,73.54635028777875,72.84004930202653,74.23380217601063,29.50862006666527,24.165106350003043,28.404355958334538,25.711452033331927,33.53148792499754
0.1,75.20147551091831,73.48921362096821,74.21102370665848,73.05715960576408,73.33905467668049,28.71968271666022,25.89536278333253,27.91652952500105,27.68060005832619,29.16412497500035
0.2,73.82265744981775,73.27978821762689,74.97812383314461,71.29429032326073,71.47101051915374,25.432948208338832,27.321871375002956,26.213856983330817,25.375648200012318,25.951336325005588
0.30000000000000004,74.03692355738836,74.34554093622252,73.91898556367101,72.76672807837038,72.38872594057095,26.795189058337808,27.109758741668582,26.77916714166592,24.31915790834076,24.40929809998973
0.4,70.95532139111225,73.05703727963531,72.72072707003527,74.4537800364042,72.30673408322927,22.527205183333233,25.32901855000091,23.984471299998404,23.74162691666667,24.616917658335296
0.5,72.94162146038096,71.39607520523323,72.41461427015766,72.66898186148157,72.49043628251668,25.73524479999954,21.499094500000258,21.19017926667099,22.33709662500284,24.524661633326712
0.6000000000000001,71.50600730803681,72.10480371877962,71.16425590017798,71.2635488198354,71.4445724966779,24.72122785832956,22.930409925002703,21.28855044999121,22.480907349997626,24.53682184999828
0.7000000000000001,70.72862081889451,71.05950147683879,71.03953505245258,69.44180668829365,69.94291385957582,21.337366291663784,22.4618806833314,24.1573373583354,21.546574266671087,20.40707828333446
0.8,66.23134941387535,66.4629196872444,67.44005778539089,68.10376760098737,67.73085796795706,17.83037988333429,15.64695420000256,18.917576066664576,20.05704235000788,20.181907900002745
0.9,64.29976400590782,64.12379438865156,62.14122431643196,62.659203722031485,64.72873163937483,17.53844535832468,18.395281199998863,16.3511254416638,18.98030939999929,18.606641741658677
1.0,43.28617607941782,41.71703907049575,43.055509715179824,42.849067192225824,43.81868983746631,2.493357033332965,2.4493833249992654,2.4587422166684214,2.508226091658192,2.467279933329943
