parametro,otimalidade,tempo
30,55.87163444721448,20.21623427501375
60,60.055332419166625,40.879367149997655
90,61.9585191736293,61.10243656666231
120,62.46573058469315,81.22776560832669
150,62.83778226263576,102.30594284166484
180,63.09657557445339,122.80700199999653
210,63.986531951303554,142.83847074999844
240,63.94612089110032,163.83857893332606
270,64.48370489591203,183.7421147083272
300,66.14061825810022,204.36418055832715
